COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL]
92,4087.179487,4363.076923,3853.846154,4205.128205,4186.666667,4075.384615,4496.410256,4033.333333,4354.871795,4234.871795,4291.794872,4177.435897,4188.205128,4143.589744,1680,1744,23.31,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
93,4102.564103,4356.923077,3854.871795,4198.461538,4182.051282,4049.230769,4482.051282,4032.307692,4415.897436,4234.871795,4365.128205,4163.076923,4243.076923,4155.897436,1680,1745,23.317,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
94,4110.769231,4359.487179,3864.615385,4200,4183.076923,4050.25641,4483.076923,4033.333333,4445.128205,4236.410256,4375.384615,4138.461538,4249.230769,4178.461538,1681,1744,23.324,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
95,4091.282051,4357.435897,3856.410256,4199.487179,4181.538462,4053.846154,4487.692308,4032.307692,4425.641026,4234.871795,4358.461538,4161.025641,4237.948718,4182.564103,1680,1744,23.333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
96,4081.025641,4354.871795,3857.948718,4203.589744,4187.692308,4055.384615,4486.666667,4029.74359,4396.923077,4233.846154,4334.871795,4171.282051,4227.692308,4169.230769,1680,1744,23.341,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
97,4101.538462,4362.051282,3860.512821,4203.589744,4184.102564,4031.282051,4489.74359,4036.923077,4409.230769,4238.461538,4337.948718,4175.897436,4246.153846,4190.769231,1680,1745,23.349,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
98,4104.615385,4356.410256,3859.487179,4200,4179.487179,4053.333333,4483.589744,4038.974359,4426.666667,4237.435897,4353.846154,4157.435897,4242.051282,4189.230769,1681,1745,23.357,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
99,4091.282051,4356.923077,3858.974359,4204.102564,4185.641026,4116.923077,4487.179487,4036.410256,4404.615385,4234.871795,4337.435897,4127.692308,4182.051282,4165.641026,1680,1745,23.364,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
100,4095.897436,4357.948718,3855.384615,4200.512821,4182.564103,4085.641026,4483.589744,4037.435897,4409.74359,4236.410256,4341.538462,4152.820513,4195.384615,4174.358974,1681,1745,23.372,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
101,4096.923077,4355.897436,3864.102564,4201.025641,4184.102564,4027.692308,4482.051282,4032.307692,4417.948718,4234.358974,4352.307692,4169.74359,4261.025641,4174.358974,1681,1745,23.38,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
102,4087.179487,4360,3856.923077,4202.051282,4185.641026,4024.615385,4490.769231,4033.333333,4415.384615,4234.871795,4334.871795,4167.179487,4269.74359,4182.051282,1680,1745,23.388,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
103,4096.923077,4354.871795,3852.307692,4196.923077,4181.538462,4067.692308,4486.153846,4043.076923,4422.564103,4238.461538,4340,4154.358974,4221.538462,4191.282051,1681,1744,23.396,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
104,4114.871795,4359.487179,3868.205128,4198.974359,4185.641026,4129.230769,4486.666667,4041.025641,4396.410256,4237.948718,4353.846154,4135.897436,4181.538462,4181.538462,1680,1745,23.404,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
105,4104.102564,4361.025641,3858.461538,4197.435897,4182.564103,4103.589744,4487.692308,4035.897436,4390.25641,4236.923077,4348.717949,4153.333333,4218.461538,4177.435897,1681,1745,23.41,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
106,4069.74359,4350.25641,3844.102564,4196.923077,4180.512821,4018.461538,4487.692308,4035.897436,4416.923077,4236.923077,4348.717949,4163.589744,4236.923077,4178.974359,1680,1744,23.418,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
107,4074.871795,4354.871795,3853.333333,4200.512821,4182.564103,3990.769231,4490.25641,4040.512821,4436.410256,4237.948718,4352.820513,4157.435897,4215.384615,4199.487179,1680,1745,23.427,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
108,4117.435897,4360,3867.179487,4200,4180.512821,4062.564103,4485.641026,4042.564103,4437.948718,4238.974359,4351.794872,4163.589744,4224.615385,4200.512821,1680,1744,23.434,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
109,4122.564103,4362.564103,3867.179487,4203.076923,4185.641026,4133.333333,4484.615385,4035.897436,4403.589744,4233.846154,4346.153846,4160,4227.692308,4175.897436,1681,1744,23.442,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
110,4087.179487,4356.410256,3846.153846,4195.384615,4181.538462,4085.641026,4478.974359,4044.615385,4408.717949,4235.897436,4348.717949,4159.487179,4226.153846,4188.717949,1680,1744,23.449,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
111,4069.230769,4350.25641,3851.794872,4194.358974,4182.051282,4030.769231,4483.589744,4046.666667,4437.948718,4238.974359,4361.025641,4167.179487,4232.820513,4206.153846,1680,1745,23.458,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
112,4088.717949,4364.615385,3867.692308,4204.615385,4188.717949,4043.076923,4495.897436,4034.358974,4416.410256,4237.948718,4348.717949,4162.564103,4218.461538,4195.897436,1681,1744,23.465,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
113,4108.717949,4362.564103,3853.333333,4200,4183.076923,4070.25641,4487.692308,4041.538462,4409.74359,4240.512821,4338.461538,4158.974359,4207.692308,4187.692308,1680,1745,23.474,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
114,4096.410256,4352.307692,3854.871795,4198.461538,4183.076923,4101.538462,4486.153846,4040,4431.794872,4238.461538,4352.307692,4167.692308,4225.128205,4184.615385,1681,1744,23.481,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
115,4095.897436,4360.512821,3865.128205,4201.025641,4181.025641,4077.948718,4487.179487,4033.846154,4421.538462,4236.410256,4350.769231,4174.358974,4226.666667,4187.179487,1679,1745,23.49,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
116,4099.487179,4358.461538,3858.974359,4196.923077,4180.512821,4053.846154,4483.589744,4042.564103,4415.384615,4238.461538,4348.205128,4175.897436,4220,4183.589744,1681,1745,23.496,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
117,4077.435897,4355.384615,3855.897436,4201.025641,4188.205128,4078.461538,4489.230769,4042.564103,4424.615385,4237.948718,4352.307692,4165.641026,4221.538462,4183.589744,1680,1744,23.505,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
118,4085.128205,4356.410256,3852.307692,4200.512821,4184.615385,4084.615385,4485.641026,4038.461538,4424.615385,4238.461538,4347.692308,4165.128205,4216.410256,4192.307692,1681,1745,23.512,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
119,4110.25641,4353.333333,3858.974359,4196.410256,4181.538462,4065.641026,4483.076923,4040.512821,4428.205128,4238.461538,4352.820513,4173.333333,4223.589744,4189.230769,1680,1745,23.521,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
120,4107.179487,4355.384615,3857.948718,4194.358974,4183.076923,4050.769231,4483.076923,4043.589744,4435.384615,4239.487179,4359.487179,4173.333333,4239.487179,4188.717949,1681,1745,23.529,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
121,4086.666667,4361.025641,3848.205128,4197.435897,4184.615385,4051.794872,4484.102564,4037.435897,4437.948718,4243.076923,4359.487179,4177.435897,4242.564103,4195.897436,1680,1745,23.535,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
122,4068.717949,4360,3854.871795,4204.102564,4189.230769,4069.74359,4491.282051,4029.230769,4429.230769,4237.948718,4357.435897,4174.871795,4227.692308,4188.205128,1680,1745,23.543,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
123,4096.410256,4356.410256,3861.025641,4197.948718,4183.076923,4075.897436,4486.666667,4032.307692,4423.589744,4237.948718,4355.897436,4173.846154,4219.487179,4183.589744,1680,1744,23.552,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
124,4118.974359,4356.410256,3865.128205,4196.923077,4182.564103,4057.948718,4485.128205,4034.871795,4433.333333,4240.512821,4351.794872,4177.948718,4230.25641,4180.512821,1680,1745,23.56,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
125,4094.358974,4356.410256,3860.512821,4200.512821,4185.128205,4052.307692,4488.205128,4032.307692,4428.205128,4234.871795,4358.974359,4174.358974,4230.769231,4173.333333,1681,1744,23.568,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
126,4083.589744,4358.461538,3848.205128,4196.923077,4180.512821,4058.974359,4484.615385,4029.74359,4421.025641,4236.923077,4360.512821,4181.538462,4229.230769,4183.076923,1679,1744,23.576,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
127,4071.794872,4357.948718,3855.897436,4201.025641,4188.717949,4067.179487,4490.769231,4030.769231,4421.538462,4236.410256,4342.564103,4186.666667,4231.282051,4191.794872,1681,1744,23.583,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
128,4089.230769,4356.923077,3862.564103,4198.974359,4187.692308,4073.333333,4490.25641,4032.307692,4423.589744,4232.820513,4348.205128,4183.076923,4222.564103,4181.538462,1680,1744,23.591,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
0,4133.846154,4360,3862.051282,4193.846154,4176.410256,4052.820513,4481.025641,4032.820513,4428.717949,4236.410256,4353.846154,4182.564103,4234.871795,4170.25641,1680,1745,23.599,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
1,4095.384615,4352.820513,3859.487179,4197.948718,4182.564103,4038.461538,4482.564103,4032.820513,4415.897436,4237.948718,4335.384615,4182.051282,4252.820513,4167.692308,1681,1745,23.606,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
2,4063.589744,4353.846154,3852.820513,4198.461538,4189.230769,4050.25641,4485.641026,4027.179487,4411.282051,4233.846154,4344.102564,4179.487179,4246.666667,4183.076923,1680,1745,23.614,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
3,4098.461538,4362.564103,3859.487179,4198.461538,4188.717949,4057.948718,4487.692308,4028.717949,4427.692308,4234.871795,4372.307692,4178.461538,4233.846154,4188.205128,1680,1744,23.622,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
4,4108.205128,4355.897436,3857.435897,4193.846154,4182.564103,4049.74359,4483.076923,4033.846154,4435.384615,4235.384615,4395.384615,4183.589744,4235.897436,4173.846154,1680,1745,23.629,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
5,4083.076923,4354.358974,3851.794872,4192.307692,4183.589744,4051.794872,4484.615385,4031.794872,4411.282051,4231.794872,4342.564103,4172.820513,4232.820513,4177.435897,1681,1744,23.638,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
6,4075.384615,4361.025641,3858.974359,4200.512821,4190.25641,4058.461538,4490.769231,4032.820513,4399.487179,4233.333333,4283.589744,4162.564103,4236.923077,4182.051282,1680,1745,23.646,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
7,4107.179487,4361.025641,3858.461538,4197.435897,4183.076923,4054.358974,4483.076923,4029.230769,4429.230769,4233.846154,4334.871795,4172.820513,4255.897436,4167.692308,1681,1744,23.654,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
8,4122.564103,4358.461538,3862.564103,4193.846154,4181.025641,4052.307692,4483.589744,4028.205128,4431.794872,4233.846154,4387.179487,4175.897436,4235.897436,4160,1680,1744,23.661,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
9,4096.923077,4356.410256,3860.512821,4194.871795,4184.615385,4049.74359,4484.102564,4033.333333,4407.692308,4233.333333,4388.205128,4180.512821,4221.538462,4169.230769,1681,1745,23.668,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
10,4068.205128,4358.461538,3851.794872,4195.384615,4187.179487,4041.538462,4483.076923,4029.230769,4414.871795,4230.25641,4353.846154,4166.153846,4249.230769,4156.923077,1680,1744,23.677,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
11,4078.461538,4360,3856.923077,4197.435897,4188.205128,4037.948718,4489.74359,4030.769231,4424.102564,4232.820513,4291.794872,4161.025641,4261.538462,4168.205128,1680,1745,23.684,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
12,4105.128205,4356.923077,3859.487179,4195.897436,4182.051282,4038.974359,4484.615385,4033.846154,4426.666667,4232.820513,4311.282051,4174.358974,4258.974359,4202.564103,1681,1745,23.692,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
13,4083.589744,4357.948718,3859.487179,4199.487179,4188.205128,4070.769231,4486.153846,4030.769231,4406.666667,4229.74359,4382.051282,4157.435897,4206.153846,4178.974359,1680,1745,23.7,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
14,4077.435897,4358.974359,3856.923077,4198.974359,4188.717949,4076.923077,4490.769231,4034.358974,4422.051282,4236.923077,4406.153846,4163.076923,4206.153846,4151.282051,1680,1745,23.707,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
15,4106.666667,4356.410256,3855.897436,4194.358974,4177.948718,4050.769231,4484.102564,4036.923077,4443.076923,4242.051282,4354.358974,4172.307692,4252.307692,4149.230769,1680,1745,23.715,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
16,4108.717949,4358.461538,3864.615385,4197.948718,4181.025641,4062.564103,4481.025641,4033.333333,4387.179487,4237.948718,4296.410256,4163.589744,4209.74359,4171.794872,1681,1744,23.723,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
17,4085.641026,4357.435897,3858.974359,4197.435897,4183.076923,4068.205128,4479.487179,4029.74359,4352.820513,4232.820513,4325.641026,4176.923077,4189.74359,4202.564103,1681,1744,23.731,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
18,4070.25641,4356.410256,3853.333333,4197.948718,4186.153846,4044.102564,4487.692308,4029.230769,4426.153846,4231.282051,4377.435897,4161.538462,4262.051282,4187.692308,1680,1744,23.74,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
19,4088.717949,4360,3860,4201.025641,4187.692308,4007.179487,4491.282051,4034.871795,4500,4234.358974,4385.641026,4153.846154,4309.74359,4177.435897,1680,1745,23.748,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
20,4111.794872,4361.025641,3860.512821,4198.461538,4182.564103,4044.102564,4481.025641,4038.461538,4455.384615,4236.923077,4354.871795,4167.179487,4249.230769,4173.846154,1681,1745,23.754,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
21,4108.717949,4360,3861.025641,4196.923077,4181.025641,4141.025641,4480,4034.871795,4352.307692,4238.461538,4311.282051,4164.102564,4162.051282,4164.102564,1681,1745,23.762,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
22,4090.769231,4355.384615,3856.923077,4194.358974,4182.051282,4121.025641,4480.512821,4032.307692,4351.794872,4238.461538,4336.410256,4169.230769,4185.641026,4182.564103,1680,1744,23.771,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
23,4067.179487,4355.897436,3855.384615,4196.410256,4188.717949,4014.358974,4487.179487,4028.717949,4421.538462,4235.384615,4357.948718,4156.923077,4255.897436,4185.641026,1680,1745,23.778,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
24,4076.410256,4361.025641,3857.948718,4200,4187.692308,3977.948718,4491.282051,4034.871795,4462.051282,4237.435897,4337.435897,4144.102564,4280.512821,4184.615385,1681,1744,23.787,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
25,4113.333333,4358.461538,3854.358974,4195.897436,4175.897436,4048.717949,4478.974359,4043.076923,4450.769231,4242.564103,4347.692308,4158.461538,4252.820513,4196.410256,1680,1745,23.793,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
26,4109.230769,4353.846154,3861.538462,4197.948718,4180,4134.358974,4482.051282,4037.435897,4384.102564,4238.461538,4356.923077,4167.179487,4188.205128,4187.179487,1681,1744,23.802,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
27,4085.128205,4354.358974,3861.025641,4194.871795,4184.102564,4101.025641,4485.641026,4036.923077,4380,4234.871795,4346.666667,4174.358974,4207.179487,4171.794872,1680,1745,23.81,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
28,4093.333333,4357.435897,3854.871795,4191.794872,4183.076923,4029.74359,4483.589744,4038.461538,4425.641026,4235.384615,4349.230769,4159.487179,4246.666667,4149.230769,1680,1745,23.817,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
29,4102.051282,4358.461538,3858.974359,4197.948718,4184.615385,4007.692308,4484.615385,4036.410256,4414.871795,4236.923077,4353.333333,4146.666667,4223.589744,4186.666667,1680,1744,23.825,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
30,4081.538462,4354.358974,3852.820513,4194.358974,4181.025641,4033.333333,4480.512821,4040.512821,4411.794872,4239.487179,4355.897436,4167.179487,4225.641026,4245.641026,1680,1745,23.833,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
31,4069.74359,4356.923077,3857.948718,4195.897436,4187.692308,4104.102564,4488.205128,4034.358974,4423.589744,4234.358974,4353.333333,4163.589744,4230.769231,4205.641026,1680,1745,23.84,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
32,4095.897436,4356.410256,3861.025641,4197.435897,4185.128205,4106.666667,4485.128205,4034.358974,4412.820513,4231.794872,4342.564103,4156.410256,4213.846154,4158.974359,1680,1745,23.849,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
33,4096.410256,4352.307692,3849.230769,4193.846154,4180,4052.307692,4478.974359,4045.641026,4412.820513,4237.948718,4349.74359,4170.769231,4223.076923,4163.589744,1680,1744,23.857,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
34,4079.487179,4357.435897,3853.846154,4199.487179,4187.179487,4041.025641,4489.230769,4042.564103,4416.410256,4240,4356.410256,4165.128205,4232.307692,4196.410256,1680,1745,23.864,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
35,4101.025641,4357.948718,3855.384615,4196.410256,4181.538462,4057.435897,4483.076923,4042.051282,4425.128205,4241.538462,4351.794872,4161.538462,4228.205128,4215.897436,1681,1744,23.872,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
36,4105.641026,4355.384615,3856.410256,4194.358974,4181.538462,4075.897436,4478.461538,4043.076923,4431.794872,4240.512821,4357.435897,4168.205128,4232.820513,4180.512821,1679,1745,23.88,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
37,4087.179487,4356.923077,3857.948718,4198.461538,4188.205128,4071.282051,4483.589744,4040.512821,4417.435897,4238.974359,4353.846154,4166.666667,4230.25641,4173.846154,1681,1744,23.888,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
38,4086.153846,4354.871795,3852.820513,4195.384615,4185.128205,4051.794872,4482.564103,4043.589744,4418.974359,4240.512821,4351.794872,4169.230769,4229.74359,4195.384615,1680,1745,23.896,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
39,4088.717949,4356.410256,3856.410256,4196.923077,4185.128205,4061.025641,4483.589744,4041.025641,4434.871795,4239.487179,4357.948718,4166.153846,4236.410256,4187.692308,1680,1745,23.904,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
40,4090.769231,4356.410256,3851.282051,4198.461538,4183.589744,4070.769231,4482.051282,4038.461538,4427.692308,4238.974359,4354.358974,4165.128205,4229.230769,4180,1680,1744,23.912,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
41,4093.846154,4356.410256,3853.846154,4199.487179,4185.641026,4070.769231,4485.641026,4038.461538,4412.820513,4236.410256,4352.307692,4171.282051,4224.102564,4181.538462,1680,1746,23.919,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
42,4106.666667,4360,3860.512821,4195.897436,4183.589744,4070.25641,4483.076923,4042.051282,4414.871795,4239.487179,4353.846154,4167.179487,4229.230769,4180,1681,1745,23.927,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
43,4104.102564,4356.923077,3852.307692,4190.25641,4178.974359,4054.358974,4474.358974,4039.487179,4437.435897,4244.102564,4359.487179,4169.74359,4242.564103,4179.487179,1680,1745,23.935,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
44,4075.897436,4356.923077,3855.897436,4200.512821,4190.25641,4052.307692,4486.153846,4026.666667,4436.923077,4233.333333,4360,4168.717949,4243.076923,4178.974359,1681,1744,23.943,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
45,4085.128205,4358.461538,3861.025641,4203.076923,4187.692308,4072.307692,4489.74359,4026.666667,4406.666667,4230.769231,4348.717949,4165.641026,4219.487179,4170.769231,1681,1745,23.951,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
46,4114.871795,4357.948718,3861.025641,4194.871795,4177.435897,4066.153846,4482.564103,4035.384615,4416.410256,4242.051282,4350.25641,4173.846154,4221.538462,4165.128205,1680,1745,23.959,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
47,4108.717949,4356.923077,3861.025641,4195.384615,4182.051282,4050.25641,4482.051282,4034.358974,4438.461538,4242.564103,4356.923077,4170.25641,4241.538462,4166.153846,1680,1745,23.966,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
48,4085.128205,4351.794872,3852.820513,4197.435897,4185.641026,4049.74359,4481.538462,4030.25641,4431.282051,4236.410256,4357.435897,4168.717949,4246.666667,4174.871795,1681,1745,23.974,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
49,4073.333333,4355.897436,3853.333333,4200,4188.205128,4059.487179,4488.205128,4029.230769,4420,4231.794872,4353.846154,4172.820513,4236.923077,4172.820513,1680,1745,23.981,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
50,4086.153846,4358.974359,3854.871795,4197.948718,4185.641026,4075.897436,4487.692308,4030.769231,4409.230769,4231.282051,4361.538462,4170.769231,4220,4161.025641,1681,1745,23.99,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
51,4104.615385,4356.410256,3861.025641,4196.410256,4182.051282,4071.282051,4482.564103,4031.794872,4416.923077,4237.948718,4350.769231,4176.410256,4226.666667,4163.589744,1680,1744,23.998,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
52,4103.589744,4355.897436,3864.102564,4201.025641,4183.589744,4056.410256,4484.615385,4033.333333,4431.794872,4238.974359,4322.564103,4172.820513,4241.538462,4165.128205,1680,1745,24.006,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
53,4085.128205,4354.358974,3848.205128,4197.435897,4182.051282,4051.282051,4481.025641,4030.769231,4426.153846,4233.333333,4340,4168.205128,4239.487179,4167.179487,1681,1744,24.012,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
54,4071.794872,4356.923077,3852.307692,4197.435897,4186.666667,4059.487179,4486.666667,4031.282051,4406.666667,4232.820513,4364.615385,4173.846154,4229.230769,4171.282051,1680,1745,24.021,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
55,4094.358974,4360,3860.512821,4197.435897,4184.615385,4074.871795,4491.282051,4036.410256,4414.871795,4236.410256,4383.076923,4174.358974,4225.128205,4166.666667,1681,1744,24.029,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
56,4112.307692,4356.923077,3851.794872,4194.358974,4179.487179,4064.102564,4485.641026,4031.794872,4431.794872,4235.384615,4357.435897,4167.179487,4237.435897,4158.461538,1680,1745,24.037,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
57,4093.846154,4353.333333,3856.410256,4200,4187.179487,4050.769231,4485.641026,4031.282051,4406.153846,4233.333333,4289.74359,4175.384615,4240,4159.487179,1680,1745,24.044,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
58,4085.128205,4353.846154,3858.974359,4196.410256,4186.153846,4055.897436,4482.051282,4030.25641,4392.307692,4232.820513,4310.25641,4181.025641,4237.435897,4161.538462,1680,1745,24.052,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
59,4088.205128,4356.410256,3856.923077,4196.923077,4185.128205,4060,4486.666667,4029.230769,4418.461538,4234.871795,4373.333333,4148.717949,4230.25641,4156.923077,1680,1744,24.059,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
60,4092.307692,4357.948718,3855.897436,4202.051282,4185.128205,4063.076923,4488.717949,4036.410256,4444.615385,4236.410256,4401.025641,4148.717949,4243.589744,4175.384615,1680,1744,24.067,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
61,4094.871795,4357.948718,3854.358974,4196.923077,4184.615385,4065.128205,4481.538462,4033.846154,4427.179487,4233.333333,4360.512821,4173.846154,4242.564103,4187.692308,1680,1745,24.076,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
62,4089.74359,4358.974359,3860,4196.410256,4191.282051,4058.461538,4487.179487,4031.794872,4375.384615,4233.333333,4275.897436,4173.846154,4194.358974,4169.230769,1681,1744,24.084,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
63,4098.461538,4356.410256,3858.974359,4197.435897,4185.128205,4042.051282,4485.128205,4035.384615,4386.666667,4236.410256,4297.435897,4177.948718,4210.769231,4145.128205,1680,1745,24.091,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
64,4093.846154,4354.871795,3855.897436,4200.512821,4183.076923,4063.589744,4485.128205,4032.307692,4420.512821,4236.410256,4371.282051,4153.333333,4235.384615,4131.794872,1681,1744,24.098,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
65,4078.974359,4356.410256,3854.871795,4203.076923,4189.74359,4072.820513,4491.282051,4032.307692,4432.820513,4233.846154,4391.282051,4153.333333,4234.358974,4187.179487,1680,1745,24.106,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
66,4098.974359,4353.333333,3855.384615,4195.897436,4183.589744,4054.871795,4481.538462,4034.871795,4433.846154,4233.333333,4355.897436,4168.717949,4241.025641,4239.487179,1681,1745,24.114,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
67,4114.358974,4356.923077,3866.153846,4197.435897,4182.051282,4074.871795,4480,4032.820513,4385.641026,4236.923077,4299.487179,4151.282051,4203.076923,4185.641026,1680,1744,24.123,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
68,4092.820513,4359.487179,3856.923077,4196.923077,4184.102564,4076.410256,4483.076923,4032.307692,4359.487179,4238.461538,4313.333333,4165.128205,4197.948718,4117.948718,1681,1745,24.131,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
69,4082.564103,4356.410256,3846.153846,4191.794872,4185.128205,4042.051282,4484.615385,4031.282051,4408.717949,4235.384615,4355.384615,4163.076923,4244.102564,4118.461538,1680,1744,24.139,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
70,4098.974359,4356.923077,3854.871795,4193.333333,4184.102564,4013.846154,4484.615385,4032.307692,4449.74359,4235.384615,4363.076923,4153.333333,4273.846154,4199.487179,1681,1745,24.145,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
71,4092.820513,4355.384615,3854.358974,4194.358974,4178.974359,4035.384615,4476.410256,4033.846154,4434.358974,4234.871795,4356.923077,4165.128205,4257.435897,4272.307692,1680,1745,24.153,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
72,4064.102564,4355.897436,3853.846154,4200,4190.25641,4103.589744,4486.666667,4030.769231,4374.358974,4233.333333,4322.564103,4148.717949,4184.615385,4210.769231,1680,1746,24.161,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
73,4080,4357.435897,3852.820513,4198.974359,4189.74359,4095.384615,4489.74359,4035.384615,4381.025641,4236.923077,4316.923077,4156.410256,4186.666667,4110.25641,1680,1745,24.17,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
