COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL]
110,4101.025641,4357.435897,3855.897436,4213.333333,4190.769231,4089.74359,4490.769231,4026.153846,4377.948718,4230.25641,4335.897436,4173.333333,4237.948718,4135.897436,1603,1879,22.442,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
111,4106.153846,4354.358974,3852.307692,4202.051282,4180.512821,4084.102564,4506.153846,4028.717949,4389.230769,4233.333333,4348.717949,4181.025641,4254.871795,4164.615385,1628,1843,22.45,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
112,4101.025641,4354.871795,3840,4173.333333,4172.307692,4070.25641,4557.435897,4035.897436,4385.641026,4232.307692,4350.25641,4145.128205,4242.564103,4174.871795,1624,1754,22.457,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
113,4128.205128,4367.179487,3838.974359,4253.846154,4172.307692,4015.897436,4416.923077,4039.487179,4387.179487,4232.307692,4347.692308,4131.282051,4216.923077,4140.512821,1647,1735,22.465,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
114,4133.846154,4358.461538,3790.25641,4329.74359,4187.179487,4021.025641,4555.384615,4022.564103,4382.051282,4232.820513,4363.076923,4162.051282,4237.948718,4130.769231,1683,1692,22.473,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
115,4034.871795,4328.205128,3801.025641,4218.974359,4172.820513,4077.435897,4669.74359,4019.487179,4354.871795,4229.74359,4327.692308,4160.512821,4226.666667,4164.615385,1707,1713,22.481,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
116,4216.410256,4409.230769,3983.076923,4341.538462,4273.333333,3789.230769,3258.461538,4083.076923,4480,4234.871795,4358.461538,4196.410256,4284.615385,4208.205128,1707,1766,22.489,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
117,4202.564103,4386.666667,3847.692308,4547.179487,4317.948718,3816.923077,3806.666667,4047.692308,4523.589744,4239.487179,4398.974359,4166.153846,4283.076923,4107.692308,1707,1735,22.496,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
118,3836.923077,4278.461538,3666.153846,4349.74359,4181.025641,4172.820513,4912.820513,3977.948718,4333.333333,4229.230769,4322.564103,4116.923077,4138.461538,4108.717949,1698,1746,22.504,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
119,3942.564103,4360,3927.179487,4114.358974,4175.384615,3925.641026,4237.948718,4038.974359,4371.794872,4228.717949,4323.076923,4189.230769,4179.487179,4222.051282,1695,1769,22.512,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
120,3990.25641,4325.128205,3884.102564,4084.615385,4112.820513,4121.025641,4730.769231,4035.384615,4457.948718,4242.564103,4371.794872,4183.589744,4270.769231,4105.128205,1714,1760,22.52,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
121,4020,4293.846154,3818.461538,4169.230769,4119.487179,4215.384615,4488.717949,4025.641026,4413.846154,4245.128205,4373.846154,4157.948718,4255.897436,4116.410256,1697,1751,22.528,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
122,4117.435897,4343.076923,3981.025641,4160.512821,4199.487179,3979.487179,4334.358974,4049.230769,4470.25641,4242.564103,4374.871795,4172.307692,4231.282051,4120.512821,1692,1757,22.536,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
123,3944.102564,4286.666667,3897.948718,4104.102564,4100,4230.769231,4654.871795,4013.333333,4444.615385,4243.589744,4353.333333,4136.923077,4181.538462,4071.794872,1715,1750,22.543,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
124,4106.666667,4342.564103,3953.846154,4193.333333,4158.974359,4048.717949,4127.692308,4053.846154,4434.358974,4245.641026,4370.25641,4157.948718,4214.871795,4218.461538,1701,1757,22.551,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
125,4154.358974,4350.769231,3964.615385,4200,4201.538462,4159.487179,4537.948718,4066.666667,4485.641026,4243.076923,4406.153846,4186.153846,4257.948718,4151.794872,1688,1759,22.559,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
126,3967.692308,4297.948718,3855.384615,4135.897436,4135.897436,4365.641026,4436.923077,4014.358974,4468.205128,4240.512821,4385.128205,4162.051282,4226.153846,4068.717949,1699,1756,22.566,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
127,4070.25641,4360.512821,3944.102564,4191.282051,4215.384615,4068.205128,4068.717949,4058.461538,4461.025641,4247.179487,4372.820513,4161.025641,4214.358974,4157.948718,1756,1699,22.575,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
128,4137.435897,4370.25641,4004.615385,4218.461538,4237.435897,4071.794872,4491.282051,4072.820513,4482.051282,4243.076923,4402.564103,4182.051282,4237.948718,4153.846154,1717,1728,22.582,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
0,4070.25641,4316.923077,3967.179487,4158.974359,4151.282051,4226.153846,4292.820513,4004.615385,4460,4234.871795,4379.487179,4160.512821,4230.769231,4131.794872,1659,1751,22.59,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
1,4212.307692,4385.641026,3965.641026,4254.871795,4235.384615,3997.948718,3854.871795,4048.205128,4460,4242.051282,4377.948718,4171.282051,4232.820513,4162.051282,1645,1774,22.598,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
2,4162.051282,4391.794872,3913.333333,4278.974359,4255.384615,4020,4671.794872,4071.794872,4469.74359,4244.102564,4393.333333,4181.025641,4241.025641,4143.589744,1651,1739,22.606,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
3,3982.564103,4322.564103,3839.487179,4195.897436,4137.435897,4263.076923,4026.666667,4013.846154,4412.307692,4234.358974,4345.641026,4148.717949,4201.025641,4138.974359,1654,1715,22.614,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
4,4225.128205,4412.820513,3964.615385,4297.948718,4253.846154,3863.589744,3410.25641,4062.564103,4461.025641,4238.461538,4361.538462,4167.179487,4209.74359,4191.794872,1666,1722,22.622,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
5,4195.897436,4377.435897,3890.25641,4263.589744,4226.666667,3999.487179,4859.487179,4053.846154,4488.717949,4241.538462,4371.282051,4164.615385,4231.282051,4166.666667,1672,1731,22.628,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
6,4104.102564,4349.74359,3843.589744,4217.435897,4141.538462,4133.846154,3916.410256,4016.410256,4414.358974,4234.358974,4346.666667,4153.846154,4219.487179,4172.820513,1677,1731,22.637,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
7,4184.102564,4413.846154,3977.948718,4267.692308,4240,3810.25641,3612.820513,4060.512821,4457.948718,4239.487179,4370.25641,4174.871795,4227.179487,4192.820513,1682,1740,22.645,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
8,4040.512821,4336.923077,3834.358974,4176.410256,4162.564103,4091.794872,4707.692308,4036.923077,4453.333333,4239.487179,4350.25641,4158.461538,4212.307692,4157.435897,1684,1743,22.653,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
9,4137.435897,4354.871795,3838.461538,4164.615385,4105.128205,4057.948718,3617.435897,4032.307692,4416.410256,4235.897436,4338.461538,4151.282051,4208.205128,4177.948718,1685,1736,22.661,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
10,4214.358974,4390.25641,3912.307692,4200.512821,4130.25641,3925.641026,3562.051282,4056.410256,4451.794872,4243.589744,4363.076923,4163.589744,4229.74359,4209.230769,1690,1754,22.668,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
11,4104.102564,4356.410256,3871.282051,4183.589744,4150.769231,4041.538462,4238.974359,4037.948718,4453.846154,4240,4361.538462,4166.666667,4232.820513,4194.871795,1689,1741,22.676,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
12,4112.307692,4364.615385,3874.358974,4176.923077,4190.25641,3973.333333,3966.666667,4035.897436,4436.923077,4236.410256,4347.692308,4161.538462,4220,4175.384615,1710,1712,22.684,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
13,4077.435897,4361.538462,3815.897436,4170.25641,4167.179487,4035.384615,4075.897436,4031.282051,4420.512821,4235.897436,4338.974359,4156.923077,4208.717949,4175.384615,1716,1734,22.692,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
14,4063.589744,4387.179487,3881.025641,4202.564103,4199.487179,4054.358974,3861.538462,4040.512821,4430.25641,4232.820513,4353.333333,4168.205128,4218.974359,4181.025641,1733,1749,22.7,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
15,4069.230769,4357.435897,3861.538462,4189.230769,4191.282051,4091.282051,4198.974359,4047.179487,4443.076923,4239.487179,4355.897436,4167.179487,4218.461538,4178.974359,1723,1744,22.708,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
16,4017.435897,4296.410256,3761.538462,4142.051282,4123.589744,4123.076923,4984.615385,4018.461538,4418.461538,4242.051282,4340,4160,4207.692308,4176.410256,1722,1746,22.715,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
17,4091.794872,4367.179487,3855.384615,4186.153846,4179.487179,3991.282051,4394.871795,4038.974359,4432.307692,4236.410256,4347.692308,4162.564103,4217.435897,4174.358974,1721,1740,22.723,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
18,4152.307692,4398.461538,3899.487179,4217.435897,4204.615385,4005.641026,4083.076923,4064.615385,4472.307692,4241.538462,4363.076923,4168.717949,4227.179487,4176.410256,1718,1749,22.731,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
19,4075.897436,4360,3856.410256,4189.230769,4172.820513,4060,4580.512821,4034.358974,4467.179487,4242.564103,4372.820513,4174.358974,4230.769231,4185.128205,1696,1731,22.739,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
20,4071.794872,4374.871795,3861.025641,4187.179487,4187.692308,4035.897436,4441.025641,4029.230769,4442.051282,4237.948718,4365.641026,4169.74359,4220.512821,4181.538462,1723,1721,22.747,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
21,4124.102564,4356.410256,3873.333333,4175.384615,4190.769231,4065.641026,4442.051282,4046.153846,4445.128205,4242.051282,4349.230769,4168.717949,4208.717949,4180.512821,1720,1762,22.754,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
22,4167.179487,4338.461538,3859.487179,4171.794872,4184.102564,4050.769231,4490.769231,4038.974359,4459.487179,4240.512821,4361.538462,4171.794872,4226.666667,4184.102564,1694,1786,22.762,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
23,4166.666667,4345.641026,3858.974359,4192.820513,4183.589744,4034.871795,4442.051282,4030.769231,4443.076923,4237.435897,4363.076923,4175.384615,4231.794872,4183.076923,1672,1731,22.77,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
24,4097.948718,4324.615385,3898.974359,4212.820513,4201.538462,4049.74359,4480.512821,4040.512821,4432.820513,4238.974359,4356.410256,4180,4223.076923,4190.769231,1686,1749,22.778,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
25,4084.615385,4336.410256,3861.025641,4230.769231,4213.846154,4054.871795,4499.487179,4043.076923,4443.589744,4238.974359,4367.179487,4174.871795,4224.615385,4194.358974,1679,1737,22.786,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
26,4124.102564,4362.051282,3851.282051,4218.461538,4195.897436,4045.641026,4479.487179,4031.282051,4450.769231,4242.051282,4365.128205,4175.897436,4225.128205,4197.435897,1670,1742,22.794,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
27,4110.769231,4366.153846,3902.564103,4227.179487,4203.589744,4054.358974,4456.923077,4028.717949,4446.153846,4240,4358.461538,4179.487179,4229.230769,4188.205128,1674,1752,22.801,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
28,4070.25641,4372.307692,3845.641026,4252.307692,4209.230769,4054.358974,4523.589744,4034.358974,4425.128205,4236.923077,4358.461538,4178.461538,4224.615385,4169.74359,1684,1747,22.809,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
29,4088.717949,4373.846154,3824.615385,4244.102564,4169.230769,4051.794872,4529.74359,4033.846154,4420.512821,4238.461538,4355.384615,4178.461538,4212.820513,4174.358974,1688,1742,22.816,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
30,4128.717949,4371.794872,3870.25641,4245.128205,4160,4050.769231,4491.794872,4034.358974,4427.179487,4237.435897,4358.461538,4178.974359,4215.384615,4178.974359,1681,1743,22.825,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
31,4121.538462,4356.923077,3869.74359,4220.512821,4188.717949,4035.384615,4504.102564,4035.384615,4441.538462,4240,4370.25641,4176.410256,4236.410256,4175.897436,1676,1744,22.833,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
32,4081.538462,4347.692308,3867.179487,4179.487179,4196.923077,4063.076923,4488.717949,4028.717949,4455.897436,4238.974359,4362.051282,4163.076923,4244.615385,4175.897436,1680,1746,22.841,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
33,4081.025641,4361.025641,3856.410256,4183.589744,4185.128205,4056.410256,4493.846154,4031.282051,4448.717949,4234.358974,4357.948718,4169.74359,4230.25641,4172.820513,1682,1747,22.848,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
34,4115.897436,4363.589744,3851.794872,4192.820513,4171.282051,4033.333333,4504.102564,4034.358974,4450.25641,4236.410256,4372.307692,4179.487179,4238.461538,4171.282051,1681,1744,22.856,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
35,4100.512821,4364.615385,3865.128205,4208.205128,4183.589744,4075.384615,4496.410256,4029.74359,4451.794872,4234.358974,4360.512821,4175.384615,4243.589744,4167.692308,1680,1744,22.864,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
36,4066.153846,4365.128205,3853.333333,4208.717949,4188.717949,4084.102564,4515.897436,4032.820513,4449.74359,4233.846154,4348.717949,4176.410256,4221.025641,4167.692308,1679,1745,22.872,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
37,4089.74359,4361.025641,3853.333333,4194.358974,4179.487179,4058.974359,4516.410256,4036.923077,4433.846154,4240.512821,4349.74359,4156.923077,4217.435897,4172.307692,1680,1745,22.88,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
38,4128.205128,4360,3869.230769,4200.512821,4185.128205,4027.692308,4493.333333,4036.410256,4416.923077,4240.512821,4373.333333,4165.641026,4239.487179,4175.384615,1682,1744,22.887,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
39,4107.692308,4357.435897,3858.974359,4203.076923,4183.589744,4034.358974,4502.051282,4031.794872,4437.948718,4233.846154,4373.846154,4172.307692,4246.666667,4166.666667,1680,1745,22.895,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
40,4075.384615,4363.589744,3849.230769,4207.692308,4186.666667,4087.692308,4521.538462,4035.384615,4450.769231,4234.871795,4329.74359,4150.769231,4232.307692,4167.179487,1679,1745,22.903,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
41,4104.102564,4363.076923,3852.307692,4203.076923,4182.051282,4056.923077,4503.076923,4037.948718,4457.948718,4238.461538,4348.717949,4166.153846,4248.205128,4183.589744,1681,1744,22.911,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
42,4110.25641,4355.897436,3856.410256,4191.282051,4176.923077,4042.564103,4496.410256,4031.282051,4424.615385,4236.923077,4365.641026,4171.282051,4228.205128,4173.846154,1680,1744,22.918,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
43,4067.692308,4361.025641,3856.923077,4206.666667,4191.282051,4077.948718,4510.25641,4036.410256,4379.487179,4235.897436,4349.74359,4168.717949,4195.897436,4173.333333,1682,1745,22.925,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
44,4078.461538,4361.538462,3850.769231,4205.128205,4183.076923,4069.74359,4503.589744,4038.974359,4417.948718,4234.871795,4356.923077,4164.615385,4225.128205,4171.794872,1681,1745,22.934,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
45,4113.333333,4358.461538,3850.25641,4193.333333,4177.435897,4073.846154,4499.487179,4032.820513,4446.666667,4236.923077,4338.461538,4146.666667,4234.871795,4159.487179,1679,1745,22.942,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
46,4110.769231,4352.307692,3857.435897,4194.871795,4186.153846,4061.025641,4492.820513,4033.333333,4431.282051,4236.923077,4341.025641,4163.076923,4240.512821,4188.205128,1681,1744,22.95,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
47,4096.410256,4353.846154,3860,4198.461538,4183.076923,4041.538462,4492.307692,4031.794872,4414.871795,4233.846154,4367.692308,4158.461538,4241.538462,4202.051282,1680,1745,22.958,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
48,4090.769231,4365.128205,3850.769231,4205.641026,4185.641026,4059.487179,4506.153846,4036.410256,4396.923077,4236.923077,4378.974359,4145.128205,4234.871795,4182.051282,1681,1746,22.966,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
49,4098.974359,4357.435897,3843.076923,4197.435897,4177.948718,4055.897436,4498.974359,4040,4417.948718,4238.461538,4376.923077,4162.051282,4250.25641,4159.487179,1679,1744,22.973,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
50,4093.846154,4352.820513,3855.897436,4196.923077,4181.538462,4053.333333,4494.358974,4033.333333,4410.25641,4235.384615,4325.128205,4162.051282,4211.282051,4163.076923,1680,1745,22.981,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
51,4074.871795,4362.051282,3855.897436,4208.717949,4193.333333,4070.769231,4507.692308,4035.897436,4400,4233.333333,4309.230769,4165.128205,4192.820513,4203.589744,1680,1744,22.99,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
52,4088.205128,4363.589744,3840,4201.538462,4176.923077,4074.358974,4510.769231,4038.461538,4404.102564,4234.358974,4347.179487,4154.358974,4213.846154,4201.538462,1681,1745,22.997,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
53,4110.769231,4358.974359,3853.846154,4199.487179,4177.948718,4062.051282,4499.487179,4036.923077,4373.333333,4237.948718,4358.974359,4144.615385,4222.564103,4179.487179,1680,1745,23.005,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
54,4114.358974,4353.846154,3860.512821,4195.897436,4182.564103,4037.948718,4489.230769,4040.512821,4389.74359,4237.948718,4361.538462,4161.025641,4246.153846,4175.384615,1680,1745,23.013,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
55,4096.410256,4355.384615,3841.025641,4192.307692,4180,4030.769231,4502.051282,4037.435897,4419.487179,4236.410256,4353.846154,4153.846154,4230.25641,4169.230769,1681,1744,23.02,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
56,4086.666667,4352.820513,3844.102564,4200.512821,4186.666667,4036.410256,4494.871795,4036.410256,4398.461538,4237.948718,4353.333333,4153.846154,4214.358974,4207.692308,1680,1746,23.028,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
57,4104.102564,4354.358974,3853.333333,4193.333333,4178.461538,4046.666667,4498.461538,4039.487179,4395.384615,4236.923077,4364.615385,4168.717949,4240.512821,4219.487179,1681,1745,23.036,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
58,4104.102564,4365.641026,3850.25641,4196.923077,4183.589744,4046.153846,4515.384615,4040.512821,4394.358974,4232.307692,4352.820513,4158.974359,4242.564103,4185.128205,1679,1744,23.043,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
59,4091.282051,4355.384615,3838.974359,4198.461538,4185.128205,4010.769231,4488.205128,4046.153846,4392.820513,4235.897436,4359.487179,4158.974359,4247.692308,4184.615385,1680,1745,23.052,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
60,4089.74359,4352.307692,3841.538462,4190.769231,4182.051282,4050.769231,4498.461538,4034.358974,4391.794872,4235.897436,4368.717949,4167.692308,4233.846154,4185.641026,1680,1744,23.059,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
61,4100.512821,4361.538462,3855.384615,4198.461538,4189.230769,4074.358974,4508.717949,4036.410256,4371.282051,4234.871795,4349.74359,4166.153846,4210.25641,4198.974359,1680,1745,23.066,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
62,4094.358974,4352.307692,3841.538462,4196.923077,4176.923077,4029.230769,4483.589744,4050.25641,4391.794872,4242.051282,4362.051282,4169.74359,4236.410256,4204.615385,1681,1744,23.075,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
63,4079.487179,4354.358974,3838.461538,4200.512821,4184.615385,4054.871795,4506.666667,4036.410256,4409.230769,4236.923077,4367.179487,4167.179487,4238.974359,4191.282051,1680,1745,23.083,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
64,4101.025641,4360.512821,3846.666667,4202.051282,4190.769231,4056.410256,4501.025641,4031.794872,4371.282051,4231.282051,4342.051282,4165.641026,4209.230769,4197.948718,1680,1745,23.091,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
65,4096.410256,4353.846154,3842.564103,4194.358974,4175.897436,4053.846154,4478.974359,4038.461538,4373.846154,4239.487179,4352.307692,4172.820513,4222.051282,4193.333333,1681,1745,23.099,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
66,4079.487179,4357.435897,3840,4198.461538,4186.666667,4068.205128,4515.384615,4047.179487,4397.948718,4241.538462,4362.564103,4169.230769,4235.384615,4191.282051,1680,1744,23.106,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
67,4103.589744,4356.923077,3844.615385,4198.974359,4185.641026,4050.769231,4494.358974,4046.153846,4391.282051,4236.923077,4352.820513,4169.230769,4228.205128,4197.948718,1679,1745,23.114,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
68,4109.74359,4354.871795,3853.846154,4199.487179,4182.564103,4074.871795,4480,4033.333333,4382.051282,4233.846154,4354.358974,4173.333333,4225.128205,4185.641026,1680,1745,23.122,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
69,4095.897436,4357.435897,3839.487179,4196.410256,4186.153846,4078.974359,4513.846154,4041.538462,4387.692308,4235.897436,4359.487179,4177.948718,4232.820513,4190.25641,1680,1745,23.13,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
70,4078.974359,4356.410256,3836.923077,4197.948718,4184.102564,4036.410256,4481.538462,4036.923077,4384.102564,4233.846154,4358.461538,4182.564103,4234.358974,4195.897436,1680,1745,23.138,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
71,4078.461538,4358.974359,3846.153846,4204.102564,4188.717949,4017.435897,4503.076923,4036.923077,4378.974359,4230.769231,4353.333333,4172.820513,4223.589744,4185.641026,1680,1744,23.144,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
72,4111.794872,4354.871795,3844.102564,4194.871795,4180.512821,4039.487179,4505.128205,4043.076923,4407.179487,4237.948718,4359.487179,4173.846154,4232.820513,4187.179487,1680,1745,23.153,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
73,4118.974359,4356.410256,3854.871795,4196.923077,4181.025641,4090.25641,4475.384615,4025.641026,4408.205128,4234.358974,4366.153846,4179.487179,4249.74359,4184.102564,1681,1744,23.16,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
74,4088.205128,4363.076923,3845.128205,4202.051282,4189.74359,4073.846154,4516.410256,4027.179487,4376.923077,4229.74359,4367.692308,4181.538462,4236.923077,4178.974359,1680,1745,23.168,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
75,4073.333333,4353.846154,3841.025641,4198.974359,4181.025641,4043.589744,4481.025641,4032.820513,4381.538462,4237.435897,4359.487179,4187.179487,4232.820513,4188.717949,1681,1745,23.177,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
76,4089.230769,4356.410256,3851.794872,4200,4184.615385,4074.358974,4495.384615,4029.74359,4392.820513,4234.871795,4341.538462,4178.461538,4238.461538,4188.205128,1680,1745,23.185,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
77,4108.205128,4360,3847.692308,4197.435897,4185.641026,4067.179487,4514.358974,4029.230769,4391.282051,4230.25641,4353.333333,4176.923077,4236.410256,4181.538462,1680,1745,23.192,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
78,4091.282051,4353.846154,3850.25641,4198.461538,4184.102564,4049.230769,4469.74359,4027.692308,4386.153846,4233.333333,4363.076923,4185.641026,4242.564103,4177.435897,1680,1745,23.2,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
79,4079.487179,4356.923077,3848.205128,4200,4186.666667,4065.128205,4513.333333,4034.358974,4387.692308,4234.358974,4369.74359,4189.230769,4242.051282,4173.846154,1681,1745,23.208,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
80,4102.564103,4358.974359,3854.871795,4200,4185.641026,4063.589744,4491.794872,4029.230769,4388.717949,4232.820513,4362.564103,4177.948718,4237.435897,4175.384615,1679,1745,23.216,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
81,4107.179487,4361.538462,3855.384615,4201.538462,4187.692308,4054.358974,4484.615385,4029.230769,4389.74359,4232.820513,4326.666667,4164.615385,4243.076923,4171.794872,1681,1745,23.223,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
82,4094.871795,4358.974359,3843.076923,4193.846154,4182.564103,4049.230769,4513.846154,4031.282051,4392.820513,4231.794872,4345.128205,4175.897436,4254.871795,4170.769231,1681,1744,23.23,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
83,4083.589744,4355.384615,3853.333333,4198.461538,4186.666667,4046.666667,4476.923077,4025.641026,4393.333333,4229.230769,4364.615385,4182.051282,4235.897436,4173.333333,1680,1745,23.239,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
84,4088.717949,4365.128205,3852.820513,4205.128205,4190.769231,4061.538462,4507.179487,4033.846154,4417.948718,4232.307692,4377.435897,4182.564103,4245.128205,4166.666667,1680,1745,23.247,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
85,4109.230769,4359.487179,3851.282051,4198.974359,4180,4061.025641,4496.410256,4029.74359,4421.538462,4231.794872,4376.923077,4169.230769,4259.487179,4154.358974,1680,1745,23.255,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
86,4111.282051,4351.282051,3861.538462,4196.923077,4180,4041.025641,4469.74359,4025.641026,4385.641026,4228.717949,4306.666667,4152.820513,4206.666667,4163.589744,1680,1745,23.263,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
87,4104.102564,4357.435897,3854.871795,4198.974359,4181.025641,4028.717949,4501.538462,4030.769231,4372.307692,4229.74359,4290.769231,4173.846154,4199.487179,4173.846154,1679,1745,23.271,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
88,4081.025641,4356.923077,3848.717949,4202.564103,4186.153846,4044.615385,4486.666667,4026.666667,4406.153846,4229.74359,4373.846154,4175.384615,4262.051282,4144.102564,1680,1745,23.278,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
89,4077.948718,4356.923077,3849.230769,4200.512821,4187.692308,4054.358974,4488.205128,4033.333333,4458.461538,4230.769231,4432.820513,4167.179487,4288.717949,4171.794872,1680,1745,23.286,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
90,4107.179487,4355.897436,3857.948718,4195.897436,4181.025641,4049.230769,4490.25641,4034.871795,4449.74359,4232.820513,4384.615385,4171.794872,4256.923077,4215.384615,1680,1744,23.294,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
91,4102.051282,4359.487179,3866.153846,4205.641026,4186.666667,4072.820513,4485.641026,4029.74359,4370.769231,4233.846154,4281.025641,4164.102564,4185.641026,4171.794872,1680,1746,23.302,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
