COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL,USER,CLASS
63.0,4893.84615385,4645.64102564,4687.69230769,4401.53846154,4606.15384615,4092.30769231,4688.20512821,4817.94871795,4674.35897436,4812.82051282,4618.97435897,4661.02564103,4533.84615385,4472.82051282,1698.0,1661.0,20.761,0.0,0.0,0.0,0.0,mike,0
64.0,4893.33333333,4645.64102564,4685.12820513,4404.61538462,4609.23076923,4092.30769231,4687.17948718,4814.87179487,4672.82051282,4812.82051282,4618.46153846,4657.43589744,4535.8974359,4477.43589744,1698.0,1661.0,20.769,0.0,0.0,0.0,0.0,mike,0
65.0,4890.76923077,4648.20512821,4681.02564103,4403.07692308,4623.58974359,4091.79487179,4684.1025641,4812.30769231,4668.71794872,4812.82051282,4618.46153846,4650.25641026,4534.87179487,4481.02564103,1697.0,1662.0,20.776,0.0,0.0,0.0,0.0,mike,0
66.0,4892.82051282,4649.74358974,4683.07692308,4402.56410256,4626.15384615,4091.28205128,4679.48717949,4814.35897436,4666.15384615,4814.35897436,4618.46153846,4652.82051282,4534.35897436,4478.97435897,1697.0,1662.0,20.784,0.0,0.0,0.0,0.0,mike,0
67.0,4892.30769231,4648.71794872,4686.66666667,4401.53846154,4618.46153846,4087.17948718,4672.30769231,4806.66666667,4662.05128205,4813.33333333,4617.43589744,4653.33333333,4528.20512821,4473.33333333,1696.0,1661.0,20.792,0.0,0.0,0.0,0.0,mike,0
68.0,4887.69230769,4641.02564103,4681.02564103,4396.41025641,4612.82051282,4081.53846154,4666.15384615,4795.38461538,4656.92307692,4808.71794872,4615.8974359,4643.07692308,4520.51282051,4471.28205128,1697.0,1663.0,20.8,0.0,0.0,0.0,0.0,mike,0
69.0,4886.66666667,4641.02564103,4679.48717949,4396.92307692,4610.76923077,4084.1025641,4671.28205128,4802.56410256,4657.94871795,4807.69230769,4617.94871795,4643.07692308,4522.56410256,4476.41025641,1697.0,1662.0,20.808,0.0,0.0,0.0,0.0,mike,0
70.0,4888.71794872,4649.23076923,4687.17948718,4403.58974359,4603.07692308,4090.25641026,4680.51282051,4815.38461538,4664.61538462,4812.82051282,4618.46153846,4654.87179487,4526.15384615,4476.41025641,1696.0,1663.0,20.816,0.0,0.0,0.0,0.0,mike,0
71.0,4892.30769231,4645.64102564,4690.76923077,4405.12820513,4606.15384615,4091.28205128,4678.97435897,4812.82051282,4666.66666667,4814.35897436,4610.76923077,4654.87179487,4524.1025641,4472.30769231,1697.0,1663.0,20.823,0.0,0.0,0.0,0.0,mike,0
72.0,4892.82051282,4636.92307692,4686.66666667,4401.53846154,4615.8974359,4090.25641026,4673.33333333,4809.74358974,4663.58974359,4811.28205128,4604.1025641,4646.15384615,4522.05128205,4471.79487179,1696.0,1663.0,20.831,0.0,0.0,0.0,0.0,mike,0
73.0,4888.71794872,4641.53846154,4684.1025641,4398.97435897,4614.87179487,4092.82051282,4675.38461538,4815.38461538,4665.64102564,4811.28205128,4608.71794872,4646.15384615,4522.56410256,4473.84615385,1697.0,1663.0,20.839,0.0,0.0,0.0,0.0,mike,0
74.0,4889.74358974,4648.71794872,4686.15384615,4403.07692308,4616.92307692,4096.92307692,4681.02564103,4816.41025641,4671.79487179,4814.35897436,4617.43589744,4653.33333333,4527.69230769,4482.56410256,1696.0,1663.0,20.847,0.0,0.0,0.0,0.0,mike,0
75.0,4896.92307692,4648.20512821,4687.17948718,4402.56410256,4626.15384615,4097.43589744,4681.02564103,4814.87179487,4672.82051282,4817.94871795,4616.92307692,4657.43589744,4534.35897436,4489.23076923,1696.0,1664.0,20.855,0.0,0.0,0.0,0.0,mike,0
76.0,4895.8974359,4646.15384615,4689.23076923,4397.43589744,4615.8974359,4093.84615385,4677.94871795,4814.35897436,4671.79487179,4816.92307692,4613.33333333,4658.46153846,4531.79487179,4480.51282051,1695.0,1664.0,20.863,0.0,0.0,0.0,0.0,mike,0
