COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL,USER,CLASS
36.0,4711.28205128,4573.84615385,4619.48717949,4311.28205128,4508.20512821,4028.71794872,4580.51282051,4687.17948718,4567.17948718,4677.94871795,4445.12820513,4467.69230769,4329.74358974,4325.64102564,1691.0,1661.0,9.651,0.0,0.0,0.0,0.0,mike,0
37.0,4717.94871795,4572.82051282,4624.61538462,4312.82051282,4507.17948718,4028.20512821,4583.58974359,4686.66666667,4568.20512821,4679.48717949,4444.61538462,4473.84615385,4334.87179487,4326.15384615,1693.0,1661.0,9.657,0.0,0.0,0.0,0.0,mike,0
38.0,4721.02564103,4570.76923077,4622.05128205,4312.82051282,4506.15384615,4029.23076923,4577.94871795,4688.20512821,4568.71794872,4677.94871795,4446.66666667,4476.41025641,4335.8974359,4327.17948718,1693.0,1661.0,9.665,0.0,0.0,0.0,0.0,mike,0
39.0,4712.82051282,4568.20512821,4616.41025641,4310.25641026,4505.64102564,4023.58974359,4568.71794872,4687.69230769,4567.69230769,4674.35897436,4445.64102564,4470.76923077,4329.74358974,4320.51282051,1692.0,1661.0,9.673,0.0,0.0,0.0,0.0,mike,0
40.0,4704.1025641,4566.15384615,4614.87179487,4307.69230769,4503.07692308,4018.46153846,4569.74358974,4687.17948718,4568.20512821,4676.92307692,4443.58974359,4463.58974359,4327.17948718,4316.41025641,1693.0,1661.0,9.681,0.0,0.0,0.0,0.0,mike,0
41.0,4703.58974359,4561.02564103,4613.84615385,4305.12820513,4502.05128205,4020.51282051,4572.82051282,4685.12820513,4563.58974359,4676.41025641,4444.61538462,4460.0,4327.17948718,4318.97435897,1693.0,1662.0,9.688,0.0,0.0,0.0,0.0,mike,0
42.0,4703.07692308,4553.84615385,4610.25641026,4303.07692308,4504.1025641,4022.56410256,4568.71794872,4681.02564103,4556.41025641,4670.76923077,4442.56410256,4458.46153846,4324.1025641,4318.46153846,1693.0,1660.0,9.696,0.0,0.0,0.0,0.0,mike,0
43.0,4702.05128205,4560.51282051,4612.30769231,4305.64102564,4504.61538462,4023.07692308,4572.30769231,4686.66666667,4561.53846154,4675.8974359,4442.05128205,4464.1025641,4327.69230769,4318.46153846,1692.0,1661.0,9.705,0.0,0.0,0.0,0.0,mike,0
44.0,4712.82051282,4571.28205128,4619.48717949,4312.30769231,4507.69230769,4028.71794872,4586.66666667,4699.48717949,4574.35897436,4686.15384615,4452.30769231,4474.35897436,4340.0,4325.64102564,1694.0,1660.0,9.712,0.0,0.0,0.0,0.0,mike,0
45.0,4720.51282051,4571.79487179,4620.0,4315.38461538,4509.74358974,4033.84615385,4589.23076923,4701.53846154,4571.79487179,4682.05128205,4455.8974359,4472.82051282,4339.48717949,4328.71794872,1692.0,1660.0,9.72,0.0,0.0,0.0,0.0,mike,0
46.0,4708.71794872,4567.17948718,4608.71794872,4307.17948718,4503.07692308,4027.69230769,4573.84615385,4687.17948718,4555.38461538,4666.66666667,4440.0,4458.97435897,4324.1025641,4316.41025641,1694.0,1659.0,9.727,0.0,0.0,0.0,0.0,mike,0
47.0,4700.0,4564.1025641,4602.56410256,4299.48717949,4503.58974359,4021.02564103,4565.12820513,4672.30769231,4548.20512821,4661.02564103,4431.79487179,4454.87179487,4318.97435897,4311.28205128,1692.0,1658.0,9.735,0.0,0.0,0.0,0.0,mike,0
48.0,4705.12820513,4564.61538462,4609.74358974,4305.12820513,4506.66666667,4020.0,4568.20512821,4669.74358974,4553.84615385,4664.1025641,4441.53846154,4462.05128205,4326.15384615,4318.97435897,1694.0,1660.0,9.743,0.0,0.0,0.0,0.0,mike,0
49.0,4704.1025641,4566.15384615,4607.17948718,4309.23076923,4493.84615385,4018.97435897,4565.12820513,4672.82051282,4554.87179487,4663.58974359,4444.1025641,4461.02564103,4326.66666667,4318.97435897,1693.0,1659.0,9.751,0.0,0.0,0.0,0.0,mike,0
50.0,4702.05128205,4567.17948718,4598.97435897,4306.66666667,4491.28205128,4021.53846154,4563.07692308,4675.8974359,4553.33333333,4666.15384615,4438.97435897,4456.92307692,4323.58974359,4312.82051282,1693.0,1661.0,9.759,0.0,0.0,0.0,0.0,mike,0
51.0,4706.15384615,4566.66666667,4608.20512821,4308.71794872,4507.17948718,4023.58974359,4566.66666667,4678.97435897,4555.8974359,4671.28205128,4442.05128205,4457.94871795,4326.15384615,4315.8974359,1694.0,1661.0,9.767,0.0,0.0,0.0,0.0,mike,0
52.0,4705.12820513,4566.66666667,4616.41025641,4310.25641026,4509.74358974,4017.94871795,4564.61538462,4677.43589744,4554.87179487,4666.66666667,4442.56410256,4460.0,4326.66666667,4319.48717949,1693.0,1662.0,9.774,0.0,0.0,0.0,0.0,mike,0
53.0,4709.74358974,4569.23076923,4612.82051282,4309.74358974,4502.05128205,4020.0,4565.64102564,4677.43589744,4554.87179487,4666.66666667,4441.53846154,4462.56410256,4325.64102564,4318.46153846,1694.0,1662.0,9.782,0.0,0.0,0.0,0.0,mike,0
54.0,4716.41025641,4568.71794872,4614.35897436,4310.25641026,4505.64102564,4025.64102564,4570.25641026,4678.46153846,4554.87179487,4673.33333333,4442.56410256,4460.51282051,4326.15384615,4318.46153846,1694.0,1662.0,9.79,0.0,0.0,0.0,0.0,mike,0
55.0,4713.84615385,4567.17948718,4618.97435897,4310.76923077,4507.69230769,4024.1025641,4569.74358974,4678.46153846,4555.8974359,4673.33333333,4441.53846154,4461.53846154,4326.66666667,4318.46153846,1694.0,1662.0,9.798,0.0,0.0,0.0,0.0,mike,0
56.0,4712.82051282,4570.25641026,4618.46153846,4311.79487179,4506.66666667,4028.20512821,4575.8974359,4684.61538462,4563.58974359,4673.33333333,4443.58974359,4470.25641026,4328.20512821,4321.53846154,1694.0,1662.0,9.806,0.0,0.0,0.0,0.0,mike,0
57.0,4712.82051282,4569.74358974,4616.92307692,4310.25641026,4509.74358974,4032.82051282,4578.46153846,4686.15384615,4561.53846154,4672.30769231,4444.61538462,4469.23076923,4325.64102564,4321.02564103,1695.0,1662.0,9.82,0.0,0.0,0.0,0.0,mike,0
58.0,4709.74358974,4569.23076923,4620.0,4310.76923077,4506.15384615,4029.74358974,4571.28205128,4681.53846154,4555.38461538,4667.69230769,4443.07692308,4463.07692308,4323.58974359,4318.97435897,1694.0,1661.0,9.824,0.0,0.0,0.0,0.0,mike,0
59.0,4717.43589744,4578.46153846,4626.15384615,4318.97435897,4504.61538462,4032.82051282,4577.43589744,4690.76923077,4566.15384615,4673.33333333,4447.17948718,4472.82051282,4334.87179487,4329.74358974,1694.0,1663.0,9.829,0.0,0.0,0.0,0.0,mike,0
60.0,4722.05128205,4580.0,4624.1025641,4318.97435897,4508.71794872,4034.35897436,4583.07692308,4697.43589744,4574.35897436,4678.46153846,4449.74358974,4478.97435897,4339.48717949,4336.41025641,1693.0,1662.0,9.837,0.0,0.0,0.0,0.0,mike,0
61.0,4710.76923077,4569.23076923,4617.94871795,4310.76923077,4508.71794872,4021.53846154,4569.74358974,4685.12820513,4563.58974359,4671.28205128,4443.58974359,4471.28205128,4328.20512821,4325.64102564,1694.0,1663.0,9.845,0.0,0.0,0.0,0.0,mike,0
62.0,4708.20512821,4568.71794872,4617.94871795,4310.76923077,4504.61538462,4016.92307692,4563.58974359,4677.94871795,4556.41025641,4669.74358974,4443.07692308,4470.76923077,4328.20512821,4321.53846154,1694.0,1662.0,9.853,0.0,0.0,0.0,0.0,mike,0
63.0,4711.79487179,4575.8974359,4618.46153846,4313.84615385,4505.64102564,4025.12820513,4572.30769231,4681.02564103,4558.46153846,4671.79487179,4445.12820513,4473.33333333,4335.38461538,4326.15384615,1693.0,1663.0,9.86,0.0,0.0,0.0,0.0,mike,0
64.0,4711.79487179,4572.30769231,4619.48717949,4314.35897436,4508.20512821,4026.66666667,4572.82051282,4682.56410256,4563.07692308,4673.33333333,4445.12820513,4471.28205128,4332.82051282,4327.17948718,1694.0,1663.0,9.868,0.0,0.0,0.0,0.0,mike,0
65.0,4716.92307692,4568.71794872,4625.64102564,4320.0,4508.71794872,4028.20512821,4571.28205128,4688.20512821,4570.76923077,4680.0,4452.82051282,4477.94871795,4337.94871795,4332.82051282,1693.0,1663.0,9.882,0.0,0.0,0.0,0.0,mike,0
66.0,4714.87179487,4572.82051282,4623.58974359,4317.43589744,4508.71794872,4028.20512821,4570.76923077,4684.61538462,4564.61538462,4676.92307692,4449.23076923,4475.8974359,4338.46153846,4329.74358974,1694.0,1663.0,9.886,0.0,0.0,0.0,0.0,mike,0
67.0,4703.58974359,4568.71794872,4614.35897436,4307.17948718,4505.12820513,4021.53846154,4567.69230769,4668.20512821,4544.61538462,4657.94871795,4431.28205128,4457.94871795,4318.97435897,4314.87179487,1693.0,1663.0,9.892,0.0,0.0,0.0,0.0,mike,0
68.0,4701.53846154,4558.46153846,4608.71794872,4305.64102564,4496.92307692,4017.43589744,4565.12820513,4660.51282051,4536.41025641,4647.17948718,4421.02564103,4447.69230769,4303.58974359,4306.15384615,1694.0,1662.0,9.9,0.0,0.0,0.0,0.0,mike,0
69.0,4700.0,4554.87179487,4602.05128205,4304.61538462,4489.74358974,4020.0,4563.07692308,4663.58974359,4536.92307692,4646.15384615,4417.94871795,4446.66666667,4301.53846154,4300.51282051,1693.0,1662.0,9.907,0.0,0.0,0.0,0.0,mike,0
70.0,4692.82051282,4554.87179487,4600.0,4299.48717949,4489.23076923,4020.0,4564.1025641,4665.64102564,4537.43589744,4644.1025641,4416.92307692,4445.64102564,4303.07692308,4296.41025641,1694.0,1663.0,9.915,0.0,0.0,0.0,0.0,mike,0
71.0,4696.92307692,4556.92307692,4603.58974359,4299.48717949,4497.43589744,4017.43589744,4566.66666667,4671.28205128,4544.61538462,4651.28205128,4423.58974359,4450.76923077,4307.69230769,4303.58974359,1694.0,1663.0,9.923,0.0,0.0,0.0,0.0,mike,0
72.0,4704.61538462,4568.20512821,4608.71794872,4306.66666667,4505.64102564,4022.05128205,4570.76923077,4686.66666667,4561.53846154,4669.23076923,4436.41025641,4460.51282051,4320.0,4315.8974359,1693.0,1663.0,9.931,0.0,0.0,0.0,0.0,mike,0
73.0,4703.58974359,4572.82051282,4614.35897436,4309.74358974,4508.71794872,4029.74358974,4573.84615385,4693.33333333,4570.76923077,4678.97435897,4443.58974359,4461.53846154,4331.79487179,4317.43589744,1694.0,1663.0,9.939,0.0,0.0,0.0,0.0,mike,0
74.0,4703.58974359,4561.53846154,4613.84615385,4311.28205128,4509.74358974,4033.84615385,4575.38461538,4687.69230769,4570.76923077,4677.94871795,4445.64102564,4459.48717949,4336.41025641,4314.35897436,1694.0,1663.0,9.946,0.0,0.0,0.0,0.0,mike,0
75.0,4702.56410256,4554.87179487,4607.69230769,4309.74358974,4505.64102564,4028.20512821,4571.28205128,4680.51282051,4567.17948718,4676.41025641,4444.1025641,4460.0,4332.30769231,4311.79487179,1694.0,1663.0,9.954,0.0,0.0,0.0,0.0,mike,0
76.0,4695.38461538,4555.38461538,4604.61538462,4303.07692308,4500.0,4019.48717949,4564.1025641,4670.76923077,4560.0,4671.28205128,4440.51282051,4457.43589744,4325.64102564,4311.28205128,1694.0,1662.0,9.962,0.0,0.0,0.0,0.0,mike,0
77.0,4696.41025641,4553.33333333,4607.17948718,4303.07692308,4497.94871795,4024.1025641,4565.12820513,4664.61538462,4554.35897436,4663.58974359,4435.8974359,4456.41025641,4323.58974359,4310.76923077,1695.0,1661.0,9.97,0.0,0.0,0.0,0.0,mike,0
78.0,4704.1025641,4555.38461538,4612.30769231,4309.74358974,4496.92307692,4031.28205128,4570.25641026,4668.20512821,4554.87179487,4662.05128205,4433.84615385,4459.48717949,4323.58974359,4309.74358974,1695.0,1660.0,9.978,0.0,0.0,0.0,0.0,mike,0
79.0,4704.1025641,4558.97435897,4616.41025641,4310.25641026,4494.87179487,4024.61538462,4564.1025641,4669.23076923,4555.38461538,4664.61538462,4439.48717949,4462.05128205,4327.69230769,4314.35897436,1695.0,1659.0,9.986,0.0,0.0,0.0,0.0,mike,0
80.0,4701.02564103,4555.8974359,4613.84615385,4302.05128205,4492.82051282,4014.35897436,4552.30769231,4665.12820513,4552.82051282,4662.56410256,4441.53846154,4458.97435897,4327.69230769,4317.94871795,1694.0,1660.0,9.993,0.0,0.0,0.0,0.0,mike,0
81.0,4703.07692308,4553.33333333,4610.76923077,4300.0,4493.33333333,4018.46153846,4557.43589744,4669.74358974,4553.33333333,4663.07692308,4441.53846154,4463.07692308,4325.12820513,4318.46153846,1694.0,1660.0,10.001,0.0,0.0,0.0,0.0,mike,0
82.0,4705.12820513,4556.92307692,4615.8974359,4307.17948718,4494.35897436,4025.64102564,4570.76923077,4678.46153846,4556.92307692,4667.17948718,4443.07692308,4471.28205128,4330.76923077,4321.53846154,1693.0,1661.0,10.009,0.0,0.0,0.0,0.0,mike,0
83.0,4705.12820513,4558.97435897,4617.94871795,4311.28205128,4492.82051282,4023.07692308,4572.30769231,4680.0,4558.46153846,4667.17948718,4443.58974359,4467.17948718,4335.38461538,4321.02564103,1694.0,1661.0,10.017,0.0,0.0,0.0,0.0,mike,0
84.0,4705.12820513,4557.43589744,4614.87179487,4309.23076923,4492.82051282,4018.46153846,4567.17948718,4679.48717949,4558.46153846,4668.20512821,4443.58974359,4458.46153846,4329.74358974,4315.38461538,1693.0,1661.0,10.025,0.0,0.0,0.0,0.0,mike,0
85.0,4700.0,4553.84615385,4607.17948718,4305.64102564,4495.8974359,4017.94871795,4560.51282051,4678.46153846,4556.92307692,4669.23076923,4438.46153846,4458.97435897,4322.56410256,4310.76923077,1693.0,1661.0,10.032,0.0,0.0,0.0,0.0,mike,0
86.0,4693.33333333,4551.28205128,4603.07692308,4303.07692308,4493.33333333,4018.97435897,4555.8974359,4677.94871795,4555.8974359,4665.64102564,4431.28205128,4459.48717949,4322.56410256,4312.30769231,1692.0,1661.0,10.04,0.0,0.0,0.0,0.0,mike,0
87.0,4693.33333333,4550.76923077,4601.53846154,4297.94871795,4491.79487179,4018.46153846,4556.92307692,4674.87179487,4554.35897436,4662.05128205,4429.23076923,4451.28205128,4320.0,4310.76923077,1694.0,1662.0,10.048,0.0,0.0,0.0,0.0,mike,0
