COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL,USER,CLASS
19.0,4714.87179487,4557.43589744,4556.92307692,4244.1025641,4491.28205128,4021.53846154,4525.12820513,4695.38461538,4560.0,4734.87179487,4486.15384615,4524.1025641,4350.76923077,4311.79487179,1693.0,1653.0,290.368,0.0,0.0,0.0,0.0,mike,2
20.0,4713.84615385,4557.94871795,4553.84615385,4241.53846154,4492.82051282,4021.53846154,4522.56410256,4697.43589744,4562.05128205,4732.30769231,4486.66666667,4521.53846154,4352.82051282,4316.92307692,1691.0,1656.0,290.376,0.0,0.0,0.0,0.0,mike,2
21.0,4713.84615385,4554.35897436,4551.79487179,4244.61538462,4490.76923077,4014.35897436,4519.48717949,4704.1025641,4571.28205128,4737.43589744,4491.79487179,4528.71794872,4358.97435897,4320.0,1693.0,1655.0,290.383,0.0,0.0,0.0,0.0,mike,2
22.0,4714.87179487,4561.02564103,4554.87179487,4246.66666667,4491.28205128,4014.87179487,4520.51282051,4702.56410256,4571.79487179,4746.15384615,4494.35897436,4536.92307692,4364.1025641,4323.07692308,1691.0,1656.0,290.391,0.0,0.0,0.0,0.0,mike,2
23.0,4719.48717949,4569.74358974,4557.43589744,4248.71794872,4493.84615385,4024.61538462,4524.1025641,4702.05128205,4568.20512821,4744.1025641,4491.79487179,4537.43589744,4364.61538462,4325.64102564,1691.0,1657.0,290.399,0.0,0.0,0.0,0.0,mike,2
24.0,4721.02564103,4563.07692308,4557.94871795,4249.74358974,4492.82051282,4026.15384615,4524.1025641,4703.58974359,4567.69230769,4738.97435897,4489.74358974,4536.41025641,4360.0,4324.61538462,1691.0,1658.0,290.407,0.0,0.0,0.0,0.0,mike,2
25.0,4718.46153846,4554.35897436,4556.92307692,4246.15384615,4491.79487179,4015.8974359,4520.0,4704.61538462,4568.71794872,4740.0,4490.76923077,4538.97435897,4356.41025641,4323.07692308,1691.0,1659.0,290.415,0.0,0.0,0.0,0.0,mike,2
26.0,4717.43589744,4555.38461538,4555.38461538,4243.58974359,4488.71794872,4009.74358974,4519.48717949,4703.07692308,4564.1025641,4737.43589744,4488.71794872,4534.87179487,4354.35897436,4318.46153846,1692.0,1660.0,290.423,0.0,0.0,0.0,0.0,mike,2
27.0,4717.43589744,4554.87179487,4552.30769231,4244.1025641,4487.69230769,4015.8974359,4520.0,4697.94871795,4556.92307692,4731.79487179,4484.1025641,4525.12820513,4348.71794872,4311.28205128,1692.0,1661.0,290.43,0.0,0.0,0.0,0.0,mike,2
28.0,4717.43589744,4553.33333333,4552.30769231,4244.1025641,4498.97435897,4027.17948718,4522.56410256,4697.43589744,4561.53846154,4732.82051282,4483.07692308,4524.61538462,4347.17948718,4314.35897436,1692.0,1661.0,290.438,0.0,0.0,0.0,0.0,mike,2
29.0,4717.94871795,4553.84615385,4553.84615385,4245.64102564,4509.23076923,4031.79487179,4526.15384615,4706.66666667,4571.79487179,4736.92307692,4483.07692308,4526.66666667,4349.74358974,4318.46153846,1692.0,1662.0,290.446,0.0,0.0,0.0,0.0,mike,2
30.0,4716.41025641,4550.25641026,4551.28205128,4244.61538462,4504.61538462,4027.17948718,4524.61538462,4706.15384615,4569.74358974,4734.35897436,4476.41025641,4523.07692308,4343.07692308,4310.25641026,1693.0,1662.0,290.454,0.0,0.0,0.0,0.0,mike,2
31.0,4716.92307692,4550.25641026,4551.79487179,4243.58974359,4499.48717949,4023.58974359,4523.07692308,4695.38461538,4565.12820513,4731.79487179,4474.35897436,4520.51282051,4338.46153846,4307.17948718,1693.0,1664.0,290.462,0.0,0.0,0.0,0.0,mike,2
32.0,4720.0,4556.41025641,4556.92307692,4245.12820513,4501.53846154,4021.02564103,4523.07692308,4695.38461538,4567.69230769,4734.35897436,4484.61538462,4523.58974359,4345.64102564,4311.28205128,1692.0,1662.0,290.469,0.0,0.0,0.0,0.0,mike,2
